id_client,age,ville,profession,situation_familiale,nbr_enfants,salaire_mensuel,epargne_totale,nbr_credits_actifs,anciennete_banque_mois,transactions_mois,utilisation_app_mobile,montant_moyen_transaction,score_credit,risque_defaut
47,30,Meknès,Fonctionnaire,Veuf(ve),2,2500.0,54767.335997574206,2.0,202,20,0,680.3739514066602,850.0,1
48,47,Kenitra,Commerçant,Divorcé(e),0,3835.5737964403697,11433.352715945855,0.0,228,26,1,1655.8129500109064,850.0,1
49,23,Oujda,Commerçant,Marié(e),2,7986.747017710728,49004.48775382137,0.0,21,22,1,230.41632675342078,850.0,0
50,41,Oujda,Ingénieur,Veuf(ve),0,8376.724465260586,9247.355488741081,2.0,156,14,1,2159.411599260125,850.0,1
51,49,Agadir,Technicien,Marié(e),4,9899.484759358817,18955.69205371142,3.0,129,27,1,1035.0621727187283,850.0,1
52,68,Fès,Employé,Marié(e),0,9900.936854950009,3881.8593848817395,0.0,14,30,1,534.3982006672938,698.3663859011108,0
53,28,Oujda,Médecin,Veuf(ve),2,11150.569567055683,43578.56332203448,2.0,20,32,1,786.8968601575356,850.0,1
54,65,Marrakech,Enseignant,Célibataire,3,5307.967984063108,33292.774869447705,2.0,121,18,1,997.8905416117768,818.1790090650171,1
55,29,Kenitra,Commerçant,Divorcé(e),0,,,0.0,201,30,1,1196.5381701436384,850.0,0
56,68,Rabat,Employé,Marié(e),1,14715.651333008253,656.066336229904,0.0,173,28,1,1990.8873818037991,850.0,0
57,56,Rabat,Médecin,Divorcé(e),1,6178.125149807572,16408.68353096049,1.0,189,18,1,1242.0855698864445,850.0,0
58,35,Meknès,Enseignant,Marié(e),2,5221.282511890483,6378.6466648405985,2.0,155,20,0,50.0,575.2802148990736,1
59,38,Tétouan,Fonctionnaire,Veuf(ve),0,2500.0,13334.2076142498,0.0,122,20,1,462.1568926986532,696.5179297922638,1
60,57,Fès,Ingénieur,Célibataire,0,8598.111945048933,48522.70255468249,0.0,184,14,1,2854.5208754496603,850.0,0
61,61,Tétouan,Employé,Divorcé(e),2,9583.529635418301,36698.81741009105,1.0,52,27,1,1281.2332773977555,850.0,0
62,25,Oujda,Ingénieur,Marié(e),1,5972.356158394761,6925.244265231503,1.0,68,28,0,1770.4740684062908,579.5048661787366,1
63,23,Kenitra,Enseignant,Veuf(ve),2,8989.675982916538,104915.13537929516,1.0,37,16,0,1014.9923163036968,850.0,0
64,27,Meknès,Cadre,Veuf(ve),0,3142.6527122185416,58380.42066621555,0.0,82,27,0,597.2332114758825,850.0,1
65,63,Tanger,Commerçant,Marié(e),1,11386.858213228717,18805.102463143092,2.0,159,24,0,911.2306665709178,850.0,1
66,25,Oujda,Entrepreneur,Marié(e),2,6141.577475841987,18883.561645862465,1.0,49,23,1,1276.995650435041,638.9351815811726,0
67,50,Fès,Médecin,Marié(e),2,9010.658787432241,57883.13897976438,2.0,181,35,0,923.8581976637597,850.0,1
68,39,Rabat,Technicien,Célibataire,1,8735.549664709839,25274.98289703532,2.0,39,26,1,2351.0806599178586,804.4634782637919,1
69,47,Agadir,Sans emploi,Marié(e),0,,19233.886867619523,2.0,138,19,1,830.2483234640252,652.4547404739498,1
70,65,Kenitra,Commerçant,Marié(e),0,10919.11363195469,34572.356070070404,3.0,137,29,1,567.0986338498434,850.0,1
71,55,Casablanca,Entrepreneur,Célibataire,0,5254.448334270262,6700.160032013297,3.0,92,21,0,1685.281655821391,500.5146685539707,1
72,31,Tétouan,Sans emploi,Veuf(ve),1,8708.766368108032,52670.815834904206,1.0,220,23,1,1759.201502306968,850.0,0
73,57,Meknès,Employé,Marié(e),0,3065.418653958358,18950.956917882497,1.0,141,26,0,1217.9862729230913,649.998049430524,1
74,35,Tétouan,Sans emploi,Divorcé(e),2,6322.179842905064,23126.936494485883,1.0,18,22,0,838.7138264755635,677.3923472298358,0
75,52,Kenitra,Fonctionnaire,Veuf(ve),2,9271.37103425834,2356.2250358407073,1.0,140,25,1,59.60471149619025,850.0,0
76,69,Tétouan,Commerçant,Divorcé(e),1,4222.440244352905,9258.807013216534,0.0,72,19,1,1932.432913466466,569.8812628141918,1
77,36,Kenitra,Ingénieur,Marié(e),1,4414.15849748642,13910.194457035488,0.0,215,29,0,1721.1365459530261,850.0,0
78,29,Tétouan,Cadre,Célibataire,0,8437.7383999117,13357.027611405825,0.0,5,25,1,936.0670081505426,672.9888981154872,0
79,35,Marrakech,Technicien,Célibataire,1,7413.699408244064,37658.991173302624,0.0,7,28,0,1235.743487057836,850.0,0
80,44,Tanger,Ingénieur,Célibataire,3,9222.566152614843,8293.37080870286,0.0,143,19,1,1063.9936904870328,850.0,0
81,61,Oujda,Entrepreneur,Marié(e),2,6712.674374348922,5025.663096188313,2.0,195,24,1,2177.2381447718035,757.5945486483312,1
82,42,Oujda,Commerçant,Marié(e),2,10245.245024851014,21843.79039901084,1.0,146,29,1,577.2490182274641,850.0,0
83,37,Fès,Cadre,Divorcé(e),3,6015.65601499268,23863.76346500853,0.0,38,29,0,827.9631035880482,771.1774585427967,0
84,66,Casablanca,Sans emploi,Célibataire,1,10089.726050139208,3240.8551158736454,1.0,26,23,1,769.964256561613,677.355538745664,0
85,39,Casablanca,Commerçant,Marié(e),0,4826.263755055963,61.78886906849343,0.0,166,29,1,1386.0967718653642,794.5330171481847,0
86,68,Fès,Sans emploi,Veuf(ve),2,5861.531656738069,62419.14127146906,2.0,59,16,0,1233.6776722183636,850.0,1
87,45,Agadir,Employé,Marié(e),0,10557.34817122129,2074.677960140071,0.0,52,27,1,1320.0408980776897,797.526126986466,0
88,47,Oujda,Fonctionnaire,Marié(e),2,6199.66789478193,57036.96817826318,0.0,161,21,1,671.6357246753003,850.0,0
89,46,Agadir,Enseignant,Veuf(ve),2,3900.693820598148,12737.948411813186,2.0,149,20,1,2090.9380982462367,640.2134622864774,1
90,66,Kenitra,Commerçant,Célibataire,2,14055.405556799149,26464.79075394009,1.0,145,25,1,927.572935667258,850.0,0
91,62,Kenitra,Entrepreneur,Veuf(ve),1,7877.033328836439,5133.041800880342,2.0,107,19,0,1912.553969637915,703.1825516328511,1
92,50,Rabat,Sans emploi,Célibataire,1,9650.08227015793,43419.99905587892,1.0,62,16,1,3083.4683983688064,850.0,0
93,36,Tétouan,Ingénieur,Veuf(ve),2,2500.0,4967.170105517282,0.0,59,28,1,675.9983677113732,457.2167665110265,1
94,66,Casablanca,Employé,Divorcé(e),3,12661.330028394337,12214.748165527266,1.0,2,25,0,1405.430939922778,850.0,0
95,22,Rabat,Entrepreneur,Célibataire,2,17261.8082314258,6796.063880186265,0.0,192,22,1,1121.0378170464483,850.0,0
96,46,Tanger,Technicien,Marié(e),5,12347.638587927493,45427.84851433199,0.0,25,27,1,2418.528932953698,850.0,0
97,28,Fès,Enseignant,Divorcé(e),0,12846.459460509734,48857.3976747209,0.0,169,29,1,1031.60764350894,850.0,0
98,30,Fès,Employé,Célibataire,1,6569.305416129905,11631.527893849203,2.0,19,21,1,1349.2148865108516,483.87684686921324,1
99,45,Kenitra,Fonctionnaire,Célibataire,0,8881.380551317123,9181.789079578484,1.0,166,38,1,1336.120991706796,850.0,0
100,22,Oujda,Enseignant,Célibataire,0,9708.270033819637,37132.4751982394,0.0,25,20,0,1139.7607380312952,850.0,0
101,65,Agadir,Sans emploi,Veuf(ve),3,5558.364862969802,52698.48886205516,0.0,167,27,0,1653.2842607201069,850.0,0
102,29,Casablanca,Entrepreneur,Célibataire,5,7565.792000277007,24455.482821035086,2.0,4,34,1,1256.0378402730269,749.2647565002359,1
103,45,Rabat,Technicien,Marié(e),0,4496.524200951102,65571.02470776446,0.0,3,32,1,1489.1110428270485,850.0,0
104,32,Agadir,Médecin,Célibataire,0,6615.728194547764,12073.931676988468,1.0,162,30,1,1328.1616229141785,850.0,0
105,38,Rabat,Fonctionnaire,Marié(e),0,10943.120496354917,4118.5173069218035,1.0,106,26,1,837.277364573617,850.0,0
106,29,Tétouan,Cadre,Marié(e),3,2500.0,4950.391151479898,1.0,138,19,1,1038.622764164874,494.69091539728515,1
107,56,Tanger,Sans emploi,Marié(e),0,11335.862626807033,27703.837966875457,0.0,113,24,1,1533.253711645776,850.0,0
108,56,Tanger,Médecin,Divorcé(e),0,2500.0,13086.225072013875,2.0,27,24,0,1530.8161811420077,371.0522808833613,1
109,54,Agadir,Commerçant,Marié(e),0,8183.596935211907,4249.390018101253,1.0,112,22,1,1947.0054292870168,727.4825199785867,0
110,26,Agadir,Technicien,Veuf(ve),1,8502.022979518779,8640.791329082036,0.0,90,38,1,2315.5464887032012,850.0,0
111,63,Agadir,Ingénieur,Célibataire,4,10004.856776681225,18907.770024417485,0.0,219,26,1,887.3586736553946,850.0,0
112,60,Rabat,Cadre,Veuf(ve),0,7368.109185151128,3236.926761594528,0.0,129,29,0,1280.9244949677836,815.3464153899802,0
113,62,Tétouan,Entrepreneur,Divorcé(e),1,4343.56931616894,86.21094944739644,0.0,44,28,1,1083.9565142689162,466.08798220832443,1
114,49,Marrakech,Technicien,Célibataire,0,8645.78306205652,62312.80169366146,2.0,212,25,1,535.6154175606741,850.0,1
115,28,Agadir,Enseignant,Marié(e),1,15603.769562110934,9091.093196516747,0.0,52,17,0,1538.733083282653,850.0,0
116,30,Oujda,Employé,Célibataire,2,7949.567944662079,6259.597634102085,2.0,153,30,1,1666.7022984035134,822.7218202546582,1
117,29,Casablanca,Enseignant,Divorcé(e),0,4915.182025132229,29973.040387858895,1.0,202,24,1,553.8052642880909,850.0,0
118,33,Casablanca,Enseignant,Divorcé(e),0,6364.997945058981,48001.65146166264,0.0,65,34,1,975.3003964948085,850.0,0
119,55,Rabat,Commerçant,Veuf(ve),3,8525.832894290876,25010.753695791398,0.0,208,29,1,916.7462865423938,850.0,0
120,54,Agadir,Fonctionnaire,Célibataire,0,7059.825503712516,7341.92529274031,1.0,11,19,0,294.9451780648991,495.61702388267236,1
121,69,Kenitra,Ingénieur,Célibataire,2,6573.465003410397,49446.7972607143,1.0,68,21,1,1178.1736019009263,850.0,0
122,44,Fès,Cadre,Célibataire,1,12646.012410657313,17855.552424307818,2.0,227,30,0,512.8549941368585,850.0,1
123,45,Marrakech,Fonctionnaire,Veuf(ve),0,9810.48600770883,11998.957442301748,1.0,121,26,1,1295.3962147531959,850.0,0
124,58,Oujda,Technicien,Divorcé(e),2,7585.182226592649,23204.40965829438,1.0,77,22,0,1361.4729149758743,817.6667583163953,0
125,56,Tétouan,Enseignant,Marié(e),3,7611.994974825666,30150.39087363359,0.0,213,25,1,1435.8136699828356,850.0,0
126,65,Kenitra,Commerçant,Célibataire,2,8606.125910370803,22524.5794468901,2.0,15,30,0,1464.7933066379278,814.2066759944493,1
127,61,Tanger,Technicien,Veuf(ve),0,9961.100207956677,63220.035800591424,2.0,57,15,0,2118.564429958521,850.0,1
128,43,Kenitra,Employé,Veuf(ve),1,12488.10234770973,24722.732286085957,0.0,74,31,1,714.8123155106455,850.0,0
129,48,Rabat,Ingénieur,Marié(e),1,6558.306995380039,52712.63845981449,0.0,64,24,1,744.9109103896579,850.0,0
130,56,Marrakech,Cadre,Divorcé(e),1,4519.5259196711595,22105.17624527959,1.0,230,33,1,1593.098338305685,850.0,0
131,22,Meknès,Employé,Célibataire,2,6053.623093249025,9999.985818933425,2.0,11,21,0,1120.8110848105714,412.0089741973238,1
132,56,Meknès,Commerçant,Célibataire,0,4935.427262630194,18998.03524154837,1.0,121,27,1,1875.1959642349664,707.9974766804723,0
133,58,Agadir,Ingénieur,Veuf(ve),1,2658.97391047544,2257.3286203638468,1.0,224,26,1,1537.0132754196266,707.1849195834251,1
134,68,Agadir,Technicien,Divorcé(e),2,12937.097956034244,6539.789678101557,2.0,225,32,1,2350.866796975717,850.0,1
135,35,Rabat,Enseignant,Célibataire,1,10991.05143796396,36335.61658562586,0.0,125,25,1,1145.2029301363852,850.0,0
136,24,Tétouan,Enseignant,Marié(e),2,2500.0,27078.978451788244,1.0,148,26,0,310.7762568080493,729.4792435951673,1
137,22,Agadir,Sans emploi,Divorcé(e),0,8762.814037860287,4553.6006298563825,0.0,228,32,0,1404.396851987488,850.0,0
138,26,Fès,Enseignant,Divorcé(e),1,6681.428832044281,14407.010836774978,0.0,30,28,1,1156.995505251553,557.7901201808636,1
139,47,Marrakech,Médecin,Veuf(ve),4,6264.320846035547,3828.5523884514027,2.0,10,18,1,1520.6924919087423,348.90015707790224,1
140,35,Rabat,Enseignant,Veuf(ve),1,2500.0,48416.94731022537,1.0,54,26,1,1597.5643120051225,791.837243641656,1
141,60,Casablanca,Médecin,Célibataire,1,7911.648029762153,2890.033294439188,2.0,186,32,1,879.2708909424462,755.402609259586,1
142,48,Tanger,Entrepreneur,Veuf(ve),2,8269.257069236497,26549.897901520697,1.0,207,16,1,594.5966048849068,850.0,0
143,30,Rabat,Médecin,Divorcé(e),4,3880.8655866805384,23348.641740046398,2.0,157,28,1,1112.4339899925683,772.8664905292735,1
144,36,Rabat,Ingénieur,Célibataire,5,13679.611538966454,16003.274948152139,1.0,129,27,1,50.0,850.0,0
145,36,Meknès,Employé,Célibataire,2,10769.72195777679,8151.378875991217,0.0,58,21,1,1248.4003552717306,850.0,0
146,47,Oujda,Ingénieur,Divorcé(e),0,4267.8230552748755,12936.040699782547,2.0,149,17,0,955.5371549183018,641.9827534740831,1
147,63,Tétouan,Employé,Célibataire,3,11580.676307145499,41047.9042378537,,143,17,0,1717.0050266956084,850.0,0
148,34,Oujda,Sans emploi,Marié(e),2,6370.561039595386,35839.97636103222,1.0,195,23,1,50.0,850.0,0
149,53,Fès,Entrepreneur,Marié(e),1,11692.879122502218,33562.594485915666,1.0,161,22,1,1203.8071858803826,850.0,0
150,60,Casablanca,Employé,Célibataire,3,2949.8585948230984,34639.72368567187,0.0,166,24,0,2145.7345708302837,850.0,1
151,53,Meknès,Employé,Veuf(ve),1,8595.216028770365,3883.804285262778,0.0,147,28,0,1605.2407967706113,820.5904777290618,0
152,25,Casablanca,Commerçant,Marié(e),0,3743.054867589628,2608.9268807715994,2.0,132,36,1,1788.4031974127176,575.9609171624011,1
153,51,Fès,Fonctionnaire,Célibataire,3,5069.1963818245285,49421.875252797974,0.0,76,35,1,1403.8401135779686,850.0,0
154,58,Oujda,Fonctionnaire,Marié(e),1,2500.0,45376.91589491188,1.0,89,19,1,203.07955805960432,850.0,1
155,44,Rabat,Commerçant,Veuf(ve),1,3679.404759059391,28589.06231691405,1.0,98,21,1,1299.9175038614865,697.1047030731709,1
156,60,Agadir,Enseignant,Divorcé(e),0,3658.962912015658,23279.12933016238,0.0,81,22,1,1445.0936160384026,687.0240858473431,1
157,66,Agadir,Commerçant,Célibataire,2,3221.272439538903,11427.055049764225,2.0,186,21,1,553.0652734855357,594.3836376407625,1
158,36,Kenitra,Employé,Célibataire,0,8660.151296747697,6342.7299227283365,2.0,70,24,0,1124.0676939844,639.2432304825766,1
159,64,Tanger,Employé,Célibataire,1,2500.0,27539.65047535355,0.0,12,30,1,50.0,527.2547547484877,1
160,50,Tétouan,Commerçant,Célibataire,2,,,1.0,127,38,0,999.5410944349152,850.0,0
161,57,Fès,Commerçant,Célibataire,3,11520.61861119201,14361.739217267357,0.0,79,35,1,938.1744343102184,850.0,0
162,34,Tanger,Enseignant,Célibataire,1,4888.306397305757,9031.868750508092,1.0,145,22,1,2041.3436133680088,654.3881089953688,0
163,53,Tétouan,Ingénieur,Veuf(ve),2,7702.683815468852,7893.186109146699,1.0,129,19,0,838.066138422784,850.0,0
164,28,Tanger,Entrepreneur,Divorcé(e),2,6825.246054994163,599.7683234443934,0.0,14,29,0,1040.1857648427126,562.0546935411696,1
165,43,Oujda,Technicien,Veuf(ve),2,6559.700142115838,18365.730769333553,0.0,119,35,0,1152.462733633915,850.0,0
166,49,Tétouan,Employé,Veuf(ve),0,2500.0,111067.84490266388,1.0,2,29,1,845.807985641772,850.0,1
167,23,Oujda,Entrepreneur,Divorcé(e),3,4056.1685923736327,42217.13080667727,0.0,4,19,0,1631.8748530992955,733.2673466195769,0
168,63,Rabat,Commerçant,Veuf(ve),1,13114.991415020253,56941.14646927571,0.0,66,26,1,50.0,850.0,0
169,66,Meknès,Enseignant,Marié(e),0,9133.453031940693,24266.30348405513,3.0,90,27,1,1881.946022486478,850.0,1
170,27,Oujda,Médecin,Veuf(ve),0,7155.186896499097,16417.797543755518,0.0,174,25,1,1192.8731290104784,850.0,0
171,49,Agadir,Enseignant,Célibataire,2,2500.0,116298.70383444805,1.0,178,21,1,1980.9882808772556,850.0,1
172,49,Tanger,Cadre,Marié(e),0,10076.08966799114,14817.261701624637,0.0,60,36,1,50.0,850.0,0
173,65,Kenitra,Cadre,Marié(e),0,4809.214019412638,62171.887381355795,2.0,232,26,1,50.0,850.0,1
174,65,Marrakech,Entrepreneur,Divorcé(e),2,3668.860522651249,35870.81884695228,0.0,180,24,0,1024.8128642487,850.0,1
175,41,Tétouan,Fonctionnaire,Veuf(ve),3,4019.7172585918865,10048.47425258577,0.0,97,30,0,1503.5492328003365,699.8185807170594,0
176,51,Fès,Cadre,Veuf(ve),2,9787.265928247338,17482.259448063618,1.0,176,27,1,867.0403703980954,850.0,0
177,32,Kenitra,Cadre,Marié(e),0,7751.634139333461,12126.07273083785,2.0,167,21,1,1550.3074980495094,808.795266877694,1
178,49,Agadir,Ingénieur,Veuf(ve),0,11026.090258530392,3661.0240686910033,2.0,127,29,0,1788.785854465778,850.0,1
179,46,Oujda,Médecin,Veuf(ve),2,11940.02433345341,11031.19014851582,0.0,198,30,1,1599.599728212821,850.0,0
180,60,Meknès,Ingénieur,Divorcé(e),0,5411.862782051928,54949.52054344493,2.0,60,29,1,1261.9611026280486,850.0,1
181,54,Rabat,Médecin,Marié(e),2,7850.566699853336,34922.32677338777,1.0,158,21,1,1257.3617097924339,850.0,0
182,22,Marrakech,Sans emploi,Célibataire,0,6939.443092898549,8128.751971456933,3.0,214,20,1,831.1229481669695,732.9552690780295,1
183,48,Casablanca,Technicien,Marié(e),3,3233.70747688772,11468.218285522215,2.0,155,25,1,1166.7754054777333,569.1913316509675,1
184,34,Kenitra,Employé,Divorcé(e),1,3737.2830151380113,23956.084329103123,1.0,83,16,1,585.4614676591638,571.9450819183528,1
185,62,Meknès,Cadre,Divorcé(e),0,7425.398351585682,13452.343351949763,1.0,74,31,1,729.1623195833654,779.4040408561752,0
186,24,Casablanca,Employé,Divorcé(e),3,7800.270221462661,17481.350553660868,1.0,55,24,1,1508.618519728053,735.8782155078104,0
187,60,Marrakech,Cadre,Veuf(ve),0,7807.908879812838,,1.0,198,25,1,922.2713210811905,850.0,0
188,27,Fès,Ingénieur,Marié(e),1,7813.396870924238,15742.615000399477,0.0,26,25,1,757.4628634984002,786.0517929927215,0
189,29,Fès,Technicien,Veuf(ve),3,5144.019975593544,5297.975495286781,0.0,170,37,0,1469.5386079109958,802.5224445419549,0
190,48,Tanger,Ingénieur,Veuf(ve),1,15425.033252159315,,,121,29,0,1427.9397941582502,850.0,0
191,30,Marrakech,Ingénieur,Marié(e),1,8811.311567917275,11006.003925640382,3.0,67,23,1,1070.820248730833,582.7290066985389,1
192,58,Marrakech,Médecin,Divorcé(e),1,5985.654910122135,8588.124215303513,0.0,116,21,1,1110.6387415670174,780.3532734462349,0
193,54,Casablanca,Fonctionnaire,Célibataire,0,9408.10752744052,9941.462519378227,0.0,67,19,0,1449.5687339279443,850.0,0
194,63,Meknès,Enseignant,Célibataire,0,,,0.0,180,23,0,1781.3742698303345,850.0,0
195,65,Tétouan,Entrepreneur,Marié(e),2,8093.576339567861,54423.74481860067,1.0,6,24,0,1320.6513954922568,850.0,0
196,45,Casablanca,Employé,Marié(e),2,9402.435222923745,33111.841779503186,2.0,114,19,1,484.77965377373255,850.0,1
197,36,Rabat,Sans emploi,Divorcé(e),0,9928.278274295568,27556.61915887991,1.0,10,32,1,1067.1435043419292,832.2026455685703,0
198,53,Fès,Cadre,Marié(e),0,3599.3946131125103,15931.47150420921,0.0,38,20,1,955.7100973239499,530.5615427607763,1
199,53,Fès,Ingénieur,Marié(e),4,18601.825470160926,45.7905887107083,2.0,124,20,1,568.2083361753324,850.0,1
200,45,Tanger,Fonctionnaire,Divorcé(e),5,12136.306667844865,10408.755088696831,0.0,77,27,1,1498.7596593612604,850.0,0
201,62,Rabat,Ingénieur,Divorcé(e),1,15113.767426574042,41941.85353914245,3.0,102,22,1,1544.9115476372003,850.0,1
202,33,Fès,Technicien,Veuf(ve),3,7103.593997902458,12282.557484727888,0.0,12,20,1,1635.7250530235758,615.5143556529246,0
203,60,Casablanca,Médecin,Marié(e),2,8863.772340334657,20742.456772439913,2.0,46,25,1,605.4522275507461,823.333395561196,1
204,23,Rabat,Sans emploi,Célibataire,0,8127.607889565052,5727.148570887482,0.0,49,19,1,1294.470562247504,713.8785241301683,0
205,24,Casablanca,Enseignant,Marié(e),0,6085.292528444576,61881.15907804472,2.0,91,24,1,1196.2348602935238,850.0,1
206,58,Tétouan,Technicien,Célibataire,0,10651.631216592441,64154.14403907474,0.0,124,28,1,1384.4418560051315,850.0,0
207,38,Tétouan,Commerçant,Célibataire,3,4907.220377895383,3947.6626350770002,0.0,72,20,1,1277.8358948989157,502.5801126075575,1
208,23,Fès,Sans emploi,Célibataire,2,10443.878279169341,32198.2620520566,2.0,191,34,1,1192.4724330502165,850.0,1
209,23,Fès,Ingénieur,Veuf(ve),2,6256.680433820911,1955.4855234011925,0.0,197,27,1,1120.3657443152715,850.0,0
